productid,date,state,market size,product type,caffeine type,sales,cogs,total expesense,marketing,inventory,budget cogs,budget sales
5,2010-09-01,Oklahoma,Small Market,Espresso,Regular,50,20,17,5,482,10,40
6,2010-09-01,Oklahoma,Small Market,Espresso,Decaf,249,99,63,32,798,80,210
8,2010-09-01,Oklahoma,Small Market,Herbal Tea,Decaf,149,67,58,25,391,60,140
9,2010-09-01,Oklahoma,Small Market,Herbal Tea,Decaf,223,93,114,84,692,80,210
4,2010-09-01,Oklahoma,Small Market,Espresso,Regular,230,96,52,29,-1555,80,190
5,2010-09-01,New York,Major Market,Espresso,Regular,68,121,144,110,2932,110,60
1,2010-09-01,New Hampshire,Small Market,Coffee,Regular,120,49,38,15,315,40,110
2,2010-09-01,New Hampshire,Small Market,Coffee,Regular,139,55,50,18,453,50,130
13,2010-09-01,New Hampshire,Small Market,Tea,Regular,43,0,12,0,473,0,40
5,2010-09-01,New Hampshire,Small Market,Espresso,Regular,106,44,69,40,325,40,100
9,2010-09-01,New Hampshire,Small Market,Herbal Tea,Decaf,91,40,49,15,244,30,70
11,2010-09-01,New Hampshire,Small Market,Tea,Regular,48,19,17,5,848,20,50
7,2010-09-01,New Hampshire,Small Market,Espresso,Regular,54,24,42,9,212,20,50
6,2010-09-01,Wisconsin,Small Market,Espresso,Decaf,76,33,22,10,577,30,80
9,2010-09-01,Wisconsin,Small Market,Herbal Tea,Decaf,126,51,25,14,857,40,110
1,2010-09-01,Ohio,Major Market,Coffee,Regular,125,53,44,17,410,50,130
13,2010-09-01,Massachusetts,Major Market,Tea,Regular,50,20,17,5,482,20,50
5,2010-09-01,Illinois,Major Market,Espresso,Regular,589,253,116,83,1686,290,690
2,2010-09-01,California,Major Market,Coffee,Regular,790,316,161,110,2580,390,980
8,2010-09-01,California,Major Market,Herbal Tea,Decaf,245,100,40,28,981,80,210
9,2010-09-01,Illinois,Major Market,Herbal Tea,Decaf,132,58,31,19,548,40,110
8,2010-09-01,Missouri,Small Market,Herbal Tea,Decaf,106,44,69,40,325,30,90
11,2010-09-01,Iowa,Small Market,Tea,Regular,498,249,94,69,1775,210,430
13,2010-09-01,New York,Major Market,Tea,Regular,199,81,34,22,588,80,210
9,2010-09-01,Missouri,Small Market,Herbal Tea,Decaf,115,104,55,32,1574,80,100
2,2010-09-01,Nevada,Small Market,Coffee,Regular,91,40,49,15,244,50,110
3,2010-09-01,Nevada,Small Market,Coffee,Decaf,72,33,32,10,1003,40,90
6,2010-09-01,Nevada,Small Market,Espresso,Decaf,58,23,18,6,803,20,50
8,2010-09-01,Nevada,Small Market,Herbal Tea,Decaf,290,121,143,110,910,100,250
9,2010-09-01,Nevada,Small Market,Herbal Tea,Decaf,387,162,96,53,1148,130,340
11,2010-09-01,Nevada,Small Market,Tea,Regular,589,253,115,83,1686,160,400
12,2010-09-01,Nevada,Small Market,Tea,Regular,498,249,93,69,1775,160,330
4,2010-09-01,Nevada,Small Market,Espresso,Regular,43,0,11,0,473,0,40
3,2010-09-01,Illinois,Major Market,Coffee,Decaf,298,122,61,39,801,120,310
8,2010-09-01,Illinois,Major Market,Herbal Tea,Decaf,302,123,46,34,928,100,260
8,2010-09-01,Iowa,Small Market,Herbal Tea,Decaf,589,253,116,83,1686,210,510
12,2010-09-01,Iowa,Small Market,Tea,Regular,672,302,147,114,1783,250,590
5,2010-09-01,Texas,Major Market,Espresso,Regular,302,123,45,34,928,100,250
1,2010-09-01,California,Major Market,Coffee,Regular,109,122,61,39,2378,150,130
12,2010-09-01,California,Major Market,Tea,Regular,199,81,34,22,588,50,130
12,2010-09-01,Wisconsin,Small Market,Tea,Regular,149,62,85,56,612,50,130
7,2010-09-01,New York,Major Market,Espresso,Regular,567,249,94,69,1286,230,550
10,2010-09-01,Colorado,Major Market,Herbal Tea,Decaf,125,53,45,17,410,40,110
12,2010-09-01,Colorado,Major Market,Tea,Regular,113,51,37,15,1042,40,90
11,2010-09-01,Florida,Major Market,Tea,Regular,87,35,20,9,875,30,90
13,2010-09-01,California,Major Market,Tea,Regular,150,60,51,19,656,30,100
10,2010-09-01,Illinois,Major Market,Herbal Tea,Decaf,245,100,39,28,981,80,210
12,2010-09-01,Illinois,Major Market,Tea,Regular,150,60,50,19,656,50,130
13,2010-09-01,Nevada,Small Market,Tea,Regular,19,302,147,114,6413,190,0
5,2010-09-01,Nevada,Small Market,Espresso,Regular,48,19,17,5,848,10,40
10,2010-09-01,Nevada,Small Market,Herbal Tea,Decaf,298,122,61,39,801,100,260
7,2010-09-01,Massachusetts,Major Market,Espresso,Regular,310,155,68,43,1280,140,300
1,2010-09-01,Utah,Small Market,Coffee,Regular,136,62,41,19,1059,70,170
3,2010-09-01,Utah,Small Market,Coffee,Decaf,150,67,59,25,599,80,180
10,2010-09-01,Utah,Small Market,Herbal Tea,Decaf,115,104,56,32,1574,80,100
12,2010-09-01,Utah,Small Market,Tea,Regular,91,39,40,12,248,20,60
11,2010-09-01,Illinois,Major Market,Tea,Regular,199,81,34,22,588,60,170
5,2010-09-01,Missouri,Small Market,Espresso,Regular,108,44,23,12,886,50,120
8,2010-09-01,Texas,Major Market,Herbal Tea,Decaf,125,53,45,17,410,50,120
9,2010-09-01,Texas,Major Market,Herbal Tea,Decaf,107,43,36,13,424,40,100
4,2010-09-01,Texas,Major Market,Espresso,Regular,150,60,51,19,-718,50,120
9,2010-09-01,Massachusetts,Major Market,Herbal Tea,Decaf,102,45,51,17,409,30,70
2,2010-09-01,Connecticut,Small Market,Coffee,Regular,258,103,64,33,1130,90,240
13,2010-09-01,Connecticut,Small Market,Tea,Regular,57,23,17,6,809,20,60
6,2010-09-01,Connecticut,Small Market,Espresso,Decaf,113,48,42,15,380,40,110
5,2010-09-01,Florida,Major Market,Espresso,Regular,223,93,113,84,692,80,210
6,2010-09-01,Florida,Major Market,Espresso,Decaf,199,85,56,28,555,80,190
13,2010-09-01,Florida,Major Market,Tea,Regular,126,51,26,14,857,50,130
3,2010-09-01,California,Major Market,Coffee,Decaf,138,162,96,53,3421,200,170
2,2010-09-01,New York,Major Market,Coffee,Regular,790,316,162,110,2580,300,750
9,2010-09-01,New York,Major Market,Herbal Tea,Decaf,541,302,147,114,1518,220,420
8,2010-09-01,Wisconsin,Small Market,Herbal Tea,Decaf,151,57,41,17,349,40,130
11,2010-09-01,Wisconsin,Small Market,Tea,Regular,113,46,36,14,454,30,90
8,2010-09-01,Ohio,Major Market,Herbal Tea,Decaf,50,20,16,5,482,10,40
4,2010-09-01,California,Major Market,Espresso,Regular,498,249,93,69,1775,230,470
5,2010-09-01,California,Major Market,Espresso,Regular,290,121,143,110,910,110,270
10,2010-09-01,California,Major Market,Herbal Tea,Decaf,132,58,31,19,548,40,110
3,2010-09-01,Florida,Major Market,Coffee,Decaf,230,96,53,29,666,90,210
5,2010-09-01,Connecticut,Small Market,Espresso,Regular,149,62,85,56,612,50,140
9,2010-09-01,Connecticut,Small Market,Herbal Tea,Decaf,150,67,59,25,599,50,110
1,2010-09-01,Colorado,Major Market,Coffee,Regular,302,123,45,34,928,130,310
2,2010-09-01,Colorado,Major Market,Coffee,Regular,132,58,32,19,548,60,130
3,2010-09-01,Colorado,Major Market,Coffee,Decaf,245,100,39,28,981,100,250
13,2010-09-01,Colorado,Major Market,Tea,Regular,140,61,32,20,579,50,120
8,2010-09-01,Colorado,Major Market,Herbal Tea,Decaf,310,155,68,43,1280,130,270
9,2010-09-01,Colorado,Major Market,Herbal Tea,Decaf,126,52,76,47,509,40,110
11,2010-09-01,Colorado,Major Market,Tea,Regular,102,45,50,17,409,30,80
3,2010-09-01,Oregon,Small Market,Coffee,Decaf,107,43,36,13,424,50,130
9,2010-09-01,Oregon,Small Market,Herbal Tea,Decaf,140,61,32,20,579,50,120
6,2010-09-01,Texas,Major Market,Espresso,Decaf,199,81,33,22,588,60,170
5,2010-09-01,Louisiana,Small Market,Espresso,Regular,151,57,41,17,349,40,120
6,2010-09-01,Louisiana,Small Market,Espresso,Decaf,113,46,36,14,454,30,90
5,2010-10-01,Connecticut,Small Market,Espresso,Regular,144,60,83,54,606,40,130
2,2010-10-01,Washington,Small Market,Coffee,Regular,167,68,43,21,438,90,230
13,2010-10-01,Washington,Small Market,Tea,Regular,144,60,84,54,606,20,60
8,2010-10-01,Washington,Small Market,Herbal Tea,Decaf,313,125,73,41,1119,90,250
11,2010-10-01,Washington,Small Market,Tea,Regular,159,60,42,18,329,20,70
4,2010-10-01,Washington,Small Market,Espresso,Regular,51,22,19,7,573,10,30
10,2010-10-01,California,Major Market,Herbal Tea,Decaf,90,39,25,12,541,20,60
12,2010-10-01,California,Major Market,Tea,Regular,187,76,32,21,580,30,80
5,2010-10-01,Texas,Major Market,Espresso,Regular,302,123,46,34,915,70,190
3,2010-10-01,Texas,Major Market,Coffee,Decaf,90,39,25,12,541,40,130
3,2010-10-01,Ohio,Major Market,Coffee,Decaf,122,51,76,46,503,40,110
11,2010-10-01,Illinois,Major Market,Tea,Regular,187,76,33,21,580,50,130
2,2010-10-01,Louisiana,Small Market,Coffee,Regular,119,48,24,13,829,70,160
3,2010-10-01,Louisiana,Small Market,Coffee,Decaf,118,48,25,13,851,70,160
8,2010-10-01,Louisiana,Small Market,Herbal Tea,Decaf,236,103,46,33,564,80,210
11,2010-10-01,Ohio,Major Market,Tea,Regular,205,82,58,27,788,50,140
5,2010-10-01,Florida,Major Market,Espresso,Regular,230,96,116,87,683,80,210
6,2010-10-01,Florida,Major Market,Espresso,Decaf,202,86,56,28,547,70,180
5,2010-10-01,Washington,Small Market,Espresso,Regular,126,56,54,21,385,40,110
6,2010-10-01,Washington,Small Market,Espresso,Decaf,174,80,46,24,1055,60,150
9,2010-10-01,Wisconsin,Small Market,Herbal Tea,Decaf,118,48,25,13,851,30,90
11,2010-10-01,Wisconsin,Small Market,Tea,Regular,113,46,37,14,449,20,70
5,2010-10-01,Colorado,Major Market,Espresso,Regular,187,76,32,21,580,100,280
6,2010-10-01,Colorado,Major Market,Espresso,Decaf,182,72,54,23,650,100,260
9,2010-10-01,Colorado,Major Market,Herbal Tea,Decaf,122,51,76,46,503,30,90
11,2010-10-01,Colorado,Major Market,Tea,Regular,120,54,53,20,404,30,80
12,2010-10-01,Colorado,Major Market,Tea,Regular,118,54,37,16,1037,30,80
10,2010-10-01,Florida,Major Market,Herbal Tea,Decaf,174,80,46,24,1055,40,90
6,2010-10-01,Illinois,Major Market,Espresso,Decaf,478,239,90,66,1755,340,710
13,2010-10-01,Missouri,Small Market,Tea,Regular,77,34,46,12,240,10,40
5,2010-10-01,Missouri,Small Market,Espresso,Regular,99,40,23,11,881,50,140
2,2010-10-01,New York,Major Market,Coffee,Regular,650,260,143,91,2548,210,540
10,2010-10-01,New York,Major Market,Herbal Tea,Decaf,164,239,95,74,4360,130,80
6,2010-10-01,Louisiana,Small Market,Espresso,Decaf,113,46,37,14,449,20,60
4,2010-10-01,Louisiana,Small Market,Espresso,Regular,144,60,83,54,-762,30,90
5,2010-10-01,Iowa,Small Market,Espresso,Regular,58,23,17,6,800,20,70
12,2010-10-01,Washington,Small Market,Tea,Regular,113,46,36,14,449,20,50
8,2010-10-01,Florida,Major Market,Herbal Tea,Decaf,51,22,19,7,573,0,20
5,2010-10-01,Oklahoma,Small Market,Espresso,Regular,53,21,17,5,480,0,30
6,2010-10-01,Oklahoma,Small Market,Espresso,Decaf,205,82,58,27,788,50,130
8,2010-10-01,Oklahoma,Small Market,Herbal Tea,Decaf,126,56,54,21,385,40,110
9,2010-10-01,Oklahoma,Small Market,Herbal Tea,Decaf,230,96,117,87,683,80,200
4,2010-10-01,Oklahoma,Small Market,Espresso,Regular,218,91,51,28,-1785,50,130
2,2010-10-01,Florida,Major Market,Coffee,Regular,205,82,59,27,788,60,170
9,2010-10-01,Texas,Major Market,Herbal Tea,Decaf,107,43,36,13,419,30,90
13,2010-10-01,Massachusetts,Major Market,Tea,Regular,53,21,17,5,480,20,50
8,2010-10-01,Wisconsin,Small Market,Herbal Tea,Decaf,159,60,42,18,329,40,120
12,2010-10-01,Missouri,Small Market,Tea,Regular,56,25,42,9,209,10,30
3,2010-10-01,Washington,Small Market,Coffee,Decaf,230,96,117,87,683,140,330
9,2010-10-01,Washington,Small Market,Herbal Tea,Decaf,119,48,24,13,829,30,90
1,2010-10-01,Utah,Small Market,Coffee,Regular,142,65,41,20,1053,90,200
2,2010-10-01,Utah,Small Market,Coffee,Regular,111,47,42,15,375,50,150
3,2010-10-01,Utah,Small Market,Coffee,Decaf,177,79,64,30,593,100,260
13,2010-10-01,Utah,Small Market,Tea,Regular,56,25,43,9,209,0,20
6,2010-10-01,Utah,Small Market,Espresso,Decaf,99,40,22,11,881,20,80
9,2010-10-01,Utah,Small Market,Herbal Tea,Decaf,114,45,46,14,447,20,90
10,2010-10-01,Utah,Small Market,Herbal Tea,Decaf,109,86,50,26,1698,60,80
12,2010-10-01,Utah,Small Market,Tea,Regular,92,39,39,12,244,10,40
1,2010-10-01,Ohio,Major Market,Coffee,Regular,123,52,45,17,405,40,110
6,2010-10-01,Oregon,Small Market,Espresso,Decaf,322,161,70,45,1267,140,290
4,2010-10-01,Oregon,Small Market,Espresso,Regular,120,54,54,20,404,40,100
9,2010-10-01,Louisiana,Small Market,Herbal Tea,Decaf,177,79,64,30,593,60,150
2,2010-10-01,New Mexico,Small Market,Coffee,Regular,114,45,46,14,447,50,160
3,2010-10-01,New Mexico,Small Market,Coffee,Decaf,109,86,49,26,1698,110,150
5,2010-10-01,New Mexico,Small Market,Espresso,Regular,109,45,70,41,320,20,60
6,2010-10-01,New Mexico,Small Market,Espresso,Decaf,92,39,39,12,244,20,50
8,2010-10-01,New Mexico,Small Market,Herbal Tea,Decaf,52,21,17,5,846,10,40
9,2010-10-01,New Mexico,Small Market,Herbal Tea,Decaf,68,31,31,9,1000,10,50
4,2010-10-01,New Mexico,Small Market,Espresso,Regular,56,25,43,9,-466,10,30
11,2010-10-01,Massachusetts,Major Market,Tea,Regular,66,27,19,7,859,20,70
9,2010-10-01,Ohio,Major Market,Herbal Tea,Decaf,66,27,19,7,859,10,40
2,2010-10-01,Iowa,Small Market,Coffee,Regular,68,31,30,9,1000,20,60
11,2010-10-01,New York,Major Market,Tea,Regular,265,108,42,30,971,110,280
13,2010-10-01,New York,Major Market,Tea,Regular,187,76,33,21,580,80,200
11,2010-10-01,Oregon,Small Market,Tea,Regular,53,21,16,5,480,0,20
3,2010-10-01,Florida,Major Market,Coffee,Decaf,218,91,51,28,656,70,180
13,2010-10-01,California,Major Market,Tea,Regular,182,72,54,23,650,20,80
5,2010-10-01,California,Major Market,Espresso,Regular,298,125,146,113,898,110,270
9,2010-10-01,California,Major Market,Herbal Tea,Decaf,520,239,95,74,1246,190,410
11,2010-10-01,California,Major Market,Tea,Regular,302,123,45,34,915,50,140
4,2010-10-01,California,Major Market,Espresso,Regular,478,239,90,66,1755,210,430
1,2010-10-01,Iowa,Small Market,Coffee,Regular,52,21,16,5,846,10,40
11,2010-10-01,Iowa,Small Market,Tea,Regular,478,239,90,66,1755,170,340
12,2010-10-01,Iowa,Small Market,Tea,Regular,567,255,129,96,1756,170,400
5,2010-10-01,Ohio,Major Market,Espresso,Regular,322,161,69,45,1267,230,470
8,2010-10-01,Missouri,Small Market,Herbal Tea,Decaf,109,45,70,41,320,20,80
9,2010-10-01,Missouri,Small Market,Herbal Tea,Decaf,109,86,49,26,1698,60,80
1,2010-10-01,New Hampshire,Small Market,Coffee,Regular,120,49,38,15,310,30,90
2,2010-10-01,New Hampshire,Small Market,Coffee,Regular,114,45,45,14,447,30,90
13,2010-10-01,New Hampshire,Small Market,Tea,Regular,43,0,11,0,430,0,40
5,2010-10-01,New Hampshire,Small Market,Espresso,Regular,109,45,71,41,320,30,90
9,2010-10-01,New Hampshire,Small Market,Herbal Tea,Decaf,77,34,46,12,240,10,40
11,2010-10-01,New Hampshire,Small Market,Tea,Regular,52,21,17,5,846,20,50
7,2010-10-01,New Hampshire,Small Market,Espresso,Regular,56,25,43,9,209,10,40
5,2010-10-01,Wisconsin,Small Market,Espresso,Regular,174,80,46,24,1055,110,250
6,2010-10-01,Ohio,Major Market,Espresso,Decaf,120,54,54,20,404,70,170
12,2010-10-01,Ohio,Major Market,Tea,Regular,218,91,51,28,656,50,150
2,2010-10-01,California,Major Market,Coffee,Regular,650,260,143,91,2548,380,960
9,2010-10-01,Illinois,Major Market,Herbal Tea,Decaf,90,39,24,12,541,20,60
11,2010-10-01,Missouri,Small Market,Tea,Regular,92,39,40,12,244,20,60
3,2010-10-01,Iowa,Small Market,Coffee,Decaf,23,10,15,3,598,0,10
9,2010-10-01,Iowa,Small Market,Herbal Tea,Decaf,298,122,62,39,789,90,240
3,2010-10-01,Missouri,Small Market,Coffee,Decaf,142,65,42,20,1053,50,130
6,2010-10-01,Missouri,Small Market,Espresso,Decaf,79,32,19,8,833,30,110
8,2010-10-01,California,Major Market,Herbal Tea,Decaf,265,108,42,30,971,80,210
13,2010-10-01,Nevada,Small Market,Tea,Regular,21,255,129,96,7058,110,0
5,2010-10-01,Nevada,Small Market,Espresso,Regular,52,21,17,5,846,10,30
6,2010-10-01,Nevada,Small Market,Espresso,Decaf,58,23,18,6,800,10,40
9,2010-10-01,Nevada,Small Market,Herbal Tea,Decaf,367,154,93,50,1132,120,290
10,2010-10-01,Nevada,Small Market,Herbal Tea,Decaf,298,122,62,39,789,90,240
11,2010-10-01,Nevada,Small Market,Tea,Regular,598,257,117,84,1662,110,290
4,2010-10-01,Nevada,Small Market,Espresso,Regular,43,0,11,0,430,0,30
8,2010-10-01,Illinois,Major Market,Herbal Tea,Decaf,302,123,46,34,915,90,240
6,2010-10-01,Iowa,Small Market,Espresso,Decaf,43,0,12,0,430,0,60
8,2010-10-01,Iowa,Small Market,Herbal Tea,Decaf,598,257,117,84,1662,200,480
8,2010-10-01,Texas,Major Market,Herbal Tea,Decaf,123,52,45,17,405,30,110
6,2010-10-01,California,Major Market,Espresso,Decaf,598,257,116,84,1662,230,550
1,2010-10-01,Wisconsin,Small Market,Coffee,Regular,126,56,55,21,385,40,120
2,2010-10-01,Wisconsin,Small Market,Coffee,Regular,230,96,116,87,683,90,230
3,2010-10-01,Wisconsin,Small Market,Coffee,Decaf,202,86,55,28,547,80,200
6,2010-10-01,Wisconsin,Small Market,Espresso,Decaf,51,22,19,7,573,20,70
12,2010-10-01,Wisconsin,Small Market,Tea,Regular,144,60,84,54,606,40,90
12,2010-10-01,New York,Major Market,Tea,Regular,302,123,45,34,915,130,320
7,2010-10-01,New York,Major Market,Espresso,Regular,765,239,91,66,1197,210,720
2,2010-10-01,Colorado,Major Market,Coffee,Regular,90,39,24,12,541,30,80
3,2010-10-01,Colorado,Major Market,Coffee,Decaf,265,108,41,30,971,100,260
8,2010-10-01,Colorado,Major Market,Herbal Tea,Decaf,322,161,69,45,1267,120,260
13,2010-10-01,Colorado,Major Market,Tea,Regular,205,90,41,29,572,50,140
5,2010-10-01,Massachusetts,Major Market,Espresso,Regular,116,51,76,46,542,30,100
2,2010-10-01,Nevada,Small Market,Coffee,Regular,77,34,45,12,240,40,100
3,2010-10-01,Nevada,Small Market,Coffee,Decaf,68,31,30,9,1000,30,90
8,2010-10-01,Nevada,Small Market,Herbal Tea,Decaf,298,125,147,113,898,90,240
12,2010-10-01,Nevada,Small Market,Tea,Regular,478,239,90,66,1755,110,230
9,2010-10-01,Massachusetts,Major Market,Herbal Tea,Decaf,120,54,53,20,404,30,60
7,2010-10-01,Massachusetts,Major Market,Espresso,Regular,322,161,69,45,1267,140,300
5,2010-10-01,Utah,Small Market,Espresso,Regular,236,103,46,33,564,80,210
8,2010-10-01,Utah,Small Market,Herbal Tea,Decaf,120,49,38,15,310,30,90
11,2010-10-01,Utah,Small Market,Tea,Regular,109,45,70,41,320,10,50
4,2010-10-01,Utah,Small Market,Espresso,Regular,79,32,19,8,833,20,60
2,2010-10-01,Illinois,Major Market,Coffee,Regular,367,154,93,50,1132,150,370
3,2010-10-01,Illinois,Major Market,Coffee,Decaf,298,122,61,39,789,110,300
5,2010-10-01,Illinois,Major Market,Espresso,Regular,598,257,117,84,1662,370,890
10,2010-10-01,Illinois,Major Market,Herbal Tea,Decaf,265,108,41,30,971,80,210
2,2010-10-01,Missouri,Small Market,Coffee,Regular,177,79,63,30,593,70,170
1,2010-10-01,California,Major Market,Coffee,Regular,109,122,61,39,2555,170,150
4,2010-10-01,Texas,Major Market,Espresso,Regular,182,72,55,23,-868,40,110
5,2010-10-01,New York,Major Market,Espresso,Regular,69,125,146,113,3142,110,50
9,2010-10-01,New York,Major Market,Herbal Tea,Decaf,513,255,129,96,1622,140,290
12,2010-10-01,Illinois,Major Market,Tea,Regular,182,72,55,23,650,50,130
9,2010-10-01,Florida,Major Market,Herbal Tea,Decaf,126,56,54,21,385,30,60
11,2010-10-01,Florida,Major Market,Tea,Regular,94,38,21,10,871,40,100
2,2010-10-01,Massachusetts,Major Market,Coffee,Regular,474,72,54,23,-3004,50,400
2,2010-10-01,Connecticut,Small Market,Coffee,Regular,313,125,73,41,1119,100,260
6,2010-10-01,Connecticut,Small Market,Espresso,Decaf,111,47,43,15,375,30,90
10,2010-10-01,Connecticut,Small Market,Herbal Tea,Decaf,142,65,42,20,1053,30,80
11,2010-10-01,Connecticut,Small Market,Tea,Regular,99,40,23,11,881,40,100
13,2010-10-01,Florida,Major Market,Tea,Regular,118,48,24,13,851,50,120
6,2010-10-01,Texas,Major Market,Espresso,Decaf,187,76,33,21,580,40,120
2,2010-10-01,Oklahoma,Small Market,Coffee,Regular,205,90,41,29,572,130,290
3,2010-10-01,Oklahoma,Small Market,Coffee,Decaf,66,27,18,7,859,30,90
2,2010-10-01,Texas,Major Market,Coffee,Regular,520,239,96,74,1246,350,770
2,2010-10-01,Ohio,Major Market,Coffee,Regular,107,43,36,13,419,30,100
8,2010-10-01,Ohio,Major Market,Herbal Tea,Decaf,53,21,16,5,480,0,30
3,2010-10-01,California,Major Market,Coffee,Decaf,130,154,93,50,3654,220,190
13,2010-10-01,Connecticut,Small Market,Tea,Regular,60,24,18,6,806,20,60
9,2010-10-01,Connecticut,Small Market,Herbal Tea,Decaf,177,79,64,30,593,40,90
1,2010-10-01,Colorado,Major Market,Coffee,Regular,302,123,46,34,915,120,300
10,2010-10-01,Colorado,Major Market,Herbal Tea,Decaf,123,52,45,17,405,30,90
1,2010-10-01,Oregon,Small Market,Coffee,Regular,122,51,76,46,503,70,170
2,2010-10-01,Oregon,Small Market,Coffee,Regular,144,60,63,19,463,80,210
3,2010-10-01,Oregon,Small Market,Coffee,Decaf,107,43,35,13,419,50,150
13,2010-10-01,Oregon,Small Market,Tea,Regular,218,91,51,28,656,40,100
5,2010-10-01,Oregon,Small Market,Espresso,Regular,123,52,44,17,405,30,100
8,2010-10-01,Oregon,Small Market,Herbal Tea,Decaf,61,25,19,7,820,10,40
9,2010-10-01,Oregon,Small Market,Herbal Tea,Decaf,205,90,42,29,572,60,160
12,2010-10-01,Oregon,Small Market,Tea,Regular,205,82,59,27,788,30,90
5,2010-10-01,Louisiana,Small Market,Espresso,Regular,159,60,41,18,329,30,100
2,2010-11-01,Connecticut,Small Market,Coffee,Regular,325,130,73,42,1134,110,290
13,2010-11-01,Connecticut,Small Market,Tea,Regular,90,36,21,10,809,30,90
5,2010-11-01,Connecticut,Small Market,Espresso,Regular,147,61,84,55,613,60,140
13,2010-11-01,Washington,Small Market,Tea,Regular,147,61,85,55,613,40,100
6,2010-11-01,Washington,Small Market,Espresso,Decaf,164,75,44,23,1063,70,150
8,2010-11-01,Washington,Small Market,Herbal Tea,Decaf,325,130,73,42,1134,120,300
12,2010-11-01,Washington,Small Market,Tea,Regular,120,49,37,15,454,30,80
